packetFormat,gameMajorVersion,gameMinorVersion,packetVersion,packetId,sessionUID,sessionTime,frameIdentifier,playerCarIndex,secondaryPlayerCarIndex,lastLapTime,currentLapTime,sector1TimeInMS,sector2TimeInMS,bestLapTime,bestLapNum,bestLapSector1TimeInMS,bestLapSector2TimeInMS,bestLapSector3TimeInMS,bestOverallSector1TimeInMS,bestOverallSector1LapNum,bestOverallSector2TimeInMS,bestOverallSector2LapNum,bestOverallSector3TimeInMS,bestOverallSector3LapNum,lapDistance,totalDistance,safetyCarDelta,carPosition,currentLapNum,pitStatus,sector,currentLapInvalid,penalties,gridPosition,driverStatus,resultStatus
2020,1,18,1,2,6777929756610482444,160.128815,6608,19,255,83.404640,70.281570,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3934.547852,8228.960938,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.162506,6609,19,255,83.404640,70.315178,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3937.229492,8231.642578,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.179001,6610,19,255,83.404640,70.331871,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3938.542969,8232.956055,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.212479,6612,19,255,83.404640,70.364990,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3941.209961,8235.623047,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.229218,6613,19,255,83.404640,70.381844,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3942.542969,8236.956055,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.245834,6614,19,255,83.404640,70.398582,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3943.867188,8238.280273,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.279282,6615,19,255,83.404640,70.431824,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3946.532227,8240.945312,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.295929,6616,19,255,83.404640,70.448639,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3947.860352,8242.273438,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.329163,6617,19,255,83.404640,70.481781,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3950.513672,8244.926758,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.346054,6618,19,255,83.404640,70.498497,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3951.863281,8246.276367,-0.000000,6,2,0,2,0,0,10,4,2
